文件,节点类型,键,值,desc文本,行号,命名空间
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture,wall_atlas1.png,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture_scale,0.6 0.6,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture_atlas_cell,6 5 16 16 0.015625 0.015625,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_color,stroke,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_over_height,0.2,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_depth,0.7,"name = SandbagWall1; color = fill; depth = 0.6; height = 1.2; side_texture = wall_atlas1.png; side_texture_scale = 2.65 2.65; side_texture_atlas_cell = 1 0 8 8 0.0078125; top_texture = wall_atlas1.png; top_texture_atlas_cell = 1 8 8 16 0.0078125 0.015625; top_texture_scale = 2.65 2.65; separator_side_texture = wall_atlas1.png; separator_side_texture_scale = 0.6 2.65; separator_side_texture_atlas_cell = 6 3 16 8 0.015625 0.0078125; separator_top_texture = wall_atlas1.png; separator_top_texture_scale = 0.6 0.6; separator_top_texture_atlas_cell = 6 5 16 16 0.015625 0.015625; separator_color = stroke; separator_over_height = 0.2; separator_depth = 0.7;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,palmtree_1,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,mesh_name,palmtree_1.mesh,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0,world_atlas1.png,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0_atlas_cell,2 2 16 32,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture1,world_atlas1.png,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_type,0,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_size,.3 4 .3,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_offset,0 0 -.8,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,alpha_blend0,0,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,alpha_blend1,1,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,visual_hitbox_size,3.5 14 3.5,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,visual_hitbox_offset,0 0 0,"name = palmtree_1; mesh_name = palmtree_1.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 -.8; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 14 3.5; #visual_hitbox_offset = 0 0 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,palmtree_2,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,mesh_name,palmtree_2.mesh,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0,world_atlas1.png,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0_atlas_cell,2 2 16 32,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture1,world_atlas1.png,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_type,0,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_size,.3 4 .3,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,collision_model_offset,0 0 0,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,alpha_blend0,0,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,alpha_blend1,1,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,visual_hitbox_size,3.5 15 3.5,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,visual_hitbox_offset,0 8 0,"name = palmtree_2; mesh_name = palmtree_2.mesh; texture0 = world_atlas1.png; texture0_atlas_cell = 2 2 16 32; texture1 = world_atlas1.png; collision_model_type = 0; collision_model_size = .3 4 .3; collision_model_offset = 0 0 0; alpha_blend0 = 0; alpha_blend1 = 1; visual_hitbox_size = 3.5 15 3.5; #visual_hitbox_offset = 0 8 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,type,vehicle,"type = vehicle; key = aa_emplacement.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,key,aa_emplacement.vehicle,"type = vehicle; key = aa_emplacement.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,type,vehicle,"type = vehicle; key = water_tower.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,key,water_tower.vehicle,"type = vehicle; key = water_tower.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,type,vehicle,"type = vehicle; key = mortar_ammunition_crates.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,key,mortar_ammunition_crates.vehicle,"type = vehicle; key = mortar_ammunition_crates.vehicle;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,parking_line,"name = parking_line; texture0 = decal_decoration_atlas.png; texture0_atlas_cell = 2 1 8 4;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0,decal_decoration_atlas.png,"name = parking_line; texture0 = decal_decoration_atlas.png; texture0_atlas_cell = 2 1 8 4;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,texture0_atlas_cell,2 1 8 4,"name = parking_line; texture0 = decal_decoration_atlas.png; texture0_atlas_cell = 2 1 8 4;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,template,parking_line,"template = parking_line;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,name,church,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,mesh_name,church.mesh,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,texture0,church.png,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,texture0,world_atlas1.png,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,texture0_atlas_cell,0 3 4 4,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,collision_model_type,1,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,/title,collision_model_size,10 18.0 15,"name = church; mesh_name = church.mesh; #texture0 = church.png; texture0 = world_atlas1.png;  texture0_atlas_cell = 0 3 4 4;  #collision_model_type = 1; #collision_model_size = 10 18.0 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,ChurchWall1,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,color,fill,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,depth,0.2,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,height,2.5,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,side_texture,none,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,side_texture_scale,2.0 1.25,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,side_texture_atlas_cell,0 1 4 4 0.015625,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_side_texture,none,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_side_texture_scale,0.2 1.0,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_side_texture_atlas_cell,2 1 4 4 0.03125 0.015625,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture,none,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture_scale,0.2 1.0,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_top_texture_atlas_cell,2 1 4 4 0.03125 0.03125,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,separator_color,stroke,"name = ChurchWall1;  #color = fill;  depth = 0.2;  height = 2.5;  side_texture = none;  #side_texture_scale = 2.0 1.25;  #side_texture_atlas_cell = 0 1 4 4 0.015625; separator_side_texture = none; #separator_side_texture_scale = 0.2 1.0; #separator_side_texture_atlas_cell = 2 1 4 4 0.03125 0.015625;  separator_top_texture = none; #separator_top_texture_scale = 0.2 1.0; #separator_top_texture_atlas_cell = 2 1 4 4 0.03125 0.03125;  #separator_color = stroke;  separator_over_height = 0.0;  separator_depth = 0.0;  penetrability = 0;  see_through = 0;  climbable = 0;",,
